topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
ivan-rogov-class-amphibious-transport-docks	Ivan Rogov Class Amphibious Transport Docks (Project 1174)	ship class	https://en.wikipedia.org/wiki/Ivan_Rogov-class_landing_ship	yes	approved	Phase 2: Article explicitly identifies Ivan Rogov as Soviet Project1174 with bow ramp and well deck, matching the exact registry project and amphibious capabilities.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-01-24_T18-02-58_bruships-34-random-history_QudJnKPf5qU.json#ivan-rogov-amphibious-design. Phase 2 independent review by audit_batch1; article revision 1350857678. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #ivan-rogov-class-amphibious-transport-docks.
ivan-simson	Ivan Simson	person	https://en.wikipedia.org/wiki/Ivan_Simson	yes	approved	Phase 2: Simson biography identifies the 1941-42 Malaya chief engineer, matching proposed defence preparations.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-06-30_T10-45-01_an-introduction-to-the-battle-of-malaya-and-force-z-part-2-the-counter-factual-my-plan_GYlvk2BvtVs.json #prepared-malaya-defensive-line. Phase 2 independent review by audit_batch6; article revision 1352423430. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #ivan-simson.
ivan-vi	Ivan VI	person	https://en.wikipedia.org/wiki/Ivan_VI_of_Russia	yes	approved	Phase 2: Biography identifies the infant Russian emperor Ivan VI overthrown by Elizabeth, matching the imprisonment context.	Phase 2 independent review by audit_batch0; article revision 1370842588. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #ivan-vi.
iver-huitfeldt-class-frigates	Iver Huitfeldt Class Frigates	ship class	https://en.wikipedia.org/wiki/Iver_Huitfeldt-class_frigate	yes	approved	Phase 2: The article identifies the three Danish air-defence frigates entering service in 2012 and 2013, matching the capability and adaptable hull contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-10-31_T18-00-37_bruships-58-some-cool-books-and-naval-history-chat_fO-ZaaH8nJc.json #iver-huitfeldt-and-european-surface-combatants. Additional context references: 5. Phase 2 independent review by audit_batch2; article revision 1371918061. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #iver-huitfeldt-class-frigates.
iwate	Iwate	individual ship	https://en.wikipedia.org/wiki/Japanese_cruiser_Iwate	yes	approved	Phase 2: Article identifies the Izumo-class Japanese armoured cruiser Iwate, matching the sister-ship armament context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-03-18_T19-30-06_leading-the-japanese-1890s-six-six-fleet-plan-taikan-kyoho-shugi-and-the-origins-of-the-yamato-c_a0FciqbqpbU.json #izumo-class-design-standardization. Phase 2 independent review by audit_batch0; article revision 1327275522. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #iwate.
izumi-cruiser	Izumi Cruiser	individual ship	https://en.wikipedia.org/wiki/Chilean_cruiser_Esmeralda_(1883)	yes	approved	Phase 2: Article explicitly covers Esmeralda's transfer and renaming as Izumi, Japanese rearmament and Tsushima scouting, matching the exact same hull throughout the authored passages.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-09-09_T18-00-30_esmeralda-1883-19th-century-cruisers-p7_ep8XIy7XqVw.json #izumi-rearmament-and-renewed-utility. Additional context references: 1. Phase 2 independent review by audit_batch1; article revision 1372799863. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #izumi-cruiser.
izumo-class-armoured-cruisers-1899	Izumo Class Armoured Cruisers (1899)	ship class	https://en.wikipedia.org/wiki/Izumo-class_cruiser	yes	approved	Phase 2: Article identifies the two British-built Japanese Izumo armoured cruisers from the late 1890s, matching the explicit 1899 class and standardization context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-03-18_T19-30-06_leading-the-japanese-1890s-six-six-fleet-plan-taikan-kyoho-shugi-and-the-origins-of-the-yamato-c_a0FciqbqpbU.json#izumo-class-design-standardization. Phase 2 independent review by audit_batch3; article revision 1373693391. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #izumo-class-armoured-cruisers-1899.
izumo-class-helicopter-destroyers	Izumo Class Helicopter Destroyers	ship class	https://en.wikipedia.org/wiki/Izumo-class_destroyer	yes	approved	Phase 2: The Japanese Izumo-class aviation destroyers match the registry's helicopter-carrier and light-carrier aliases and classification context.	Phase 2 independent review by audit_batch4; article revision 1373724249. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #izumo-class-helicopter-destroyers.
j-and-k-class-destroyers	J And K Class Destroyers	ship class	https://en.wikipedia.org/wiki/J-%2C_K-_and_N-class_destroyer	yes	approved	Phase 2: The combined J, K and N article explicitly covers the J and K flotillas and their shared smaller torpedo-heavy design, matching the authored class comparison.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-06-19_T18-00-32_hmcs-haida-comment-response_olyHrtaemlg.json #why-the-tribals-needed-a-new-history. Phase 2 independent review by audit_batch5; article revision 1347793494. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-and-k-class-destroyers.
j-class-destroyers	J Class Destroyers	ship class	https://en.wikipedia.org/wiki/J-%2C_K-_and_N-class_destroyer	yes	approved	Phase 2: Grouped article explicitly identifies J-class as one eight-ship flotilla of the 1938 design, matching Jervis and Tribal successors.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-10-22_T17-02-00_battle-of-trafalgar-and-it-s-legacy_xihmPinIpqg.json#hms-jervis-and-british-destroyer-lineage. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1347793494. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-class-destroyers.
j-class-submarines	J Class Submarines	ship class	https://en.wikipedia.org/wiki/J-class_submarine	yes	approved	Phase 2: Article identifies the Royal Navy J-class fleet-submarine response to German speed claims, matching Australian transfer and three-shaft speed contexts.	Phase 2 independent review by audit_batch0; article revision 1326657246. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-class-submarines.
j-f-c-fuller	J. F. C. Fuller	person	https://en.wikipedia.org/wiki/J._F._C._Fuller	yes	approved	Phase 2: Article identifies the British military historian and strategist John Frederick Charles Fuller, matching the reading and decisive-battles discussion.	Phase 2 independent review by audit_batch1; article revision 1366711091. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-f-c-fuller.
j-k-n-class-destroyers	J K N Class Destroyers	ship class	https://en.wikipedia.org/wiki/J-%2C_K-_and_N-class_destroyer	yes	approved	Phase 2: Article identifies the related Royal Navy J,K,N flotillas built from1938 with24ships, matching the complementary Tribal and torpedo-armament discussions.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-12-31_T19-11-58_bruships-new-years-eve-naval-history-questions-answered-till-the-bru-runs-out_yrir4sK2LWc.json #tribal-destroyers-versus-escort-sloops. Additional context references: 5. Phase 2 independent review by audit_batch1; article revision 1347793494. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-k-n-class-destroyers.
j-m-w-turner	J. M. W. Turner	person	https://en.wikipedia.org/wiki/J._M._W._Turner	yes	approved	Phase 2: The biography identifies the English Romantic painter Joseph Mallord William Turner, matching the Caernarfon and Trafalgar paintings contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-07-08_T17-00-34_the-ring-of-iron-nee-stone-caernarfon-castle-long-patrol-p10-14_tnE5o4Z77ks.json #caernarfon-artistic-image-and-restoration. Additional context references: 1. Phase 2 independent review by audit_batch2; article revision 1374711976. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-m-w-turner.
j-r-r-tolkien	J. R. R. Tolkien	person	https://en.wikipedia.org/wiki/J._R._R._Tolkien	yes	approved	Phase 2: Article identifies the English author of The Hobbit and The Lord of the Rings and Oxford scholar, matching the Tolkien and C. S. Lewis civil-defence context.	Phase 2 independent review by audit_batch3; article revision 1372899545. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j-r-r-tolkien.
j1-class-submarines	J1 Class Submarines	ship class	https://en.wikipedia.org/wiki/Type_J1_submarine	yes	approved	Phase 2: The article identifies the Imperial Japanese Navy's four large Type J1 cruiser submarines built from 1926 to 1929, matching the interwar cruiser-submarine comparison.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-10-25_T18-30-06_what-happens-if-the-x-1-cruiser-submarine-becomes-genesis-not-a-dockyard-queen_fdxnY_JD4D4.json#interwar-cruiser-submarine-rivals. Phase 2 independent review by audit_batch2; article revision 1369676925. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j1-class-submarines.
j3-battlecruiser	J3 Battlecruiser	ship class	https://en.wikipedia.org/wiki/J3_battlecruiser	yes	approved	Phase 2: Article identifies the Royal Navy's 1921 J3 battlecruiser design study, matching the alternative Hood and treaty-limit context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-07-20_T18-47-05_bruships-203-what-if-naval-history-questions-answered-live_r-rMjBqnli4.json #hood-as-j3-and-treaty-limits. Phase 2 independent review by audit_batch3; article revision 1359422362. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j3-battlecruiser.
j3-class-battlecruisers	J3 Class Battlecruisers	ship class	https://en.wikipedia.org/wiki/J3_battlecruiser	yes	approved	Phase 2: The 1921 Royal Navy J3 battlecruiser design study matches the proposed fast capital ships and treaty discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-02-22_T19-17-08_the-last-invasion-of-britain-battle-of-fishguard-1797_s007CsDFHq0.json #british-design-responses-to-tillman-iii. Additional context references: 2. Phase 2 independent review by audit_batch4; article revision 1359422362. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #j3-class-battlecruisers.
jacinto-de-romarate	Jacinto De Romarate	person	https://en.wikipedia.org/wiki/Jacinto_de_Romarate	yes	approved	Phase 2: Spanish naval officer Jacinto de Romarate served in the River Plate campaigns, matching the San Nicolas command discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-02_T19-10-37_revolutionary-battles-battle-of-the-rice-boats-1776-and-battle-of-san-nicolas-1811_E2UWf4b-2Gw.json #romarate-experienced-royalist-commander. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1362800313. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jacinto-de-romarate.
jack-clegg	Jack Clegg	person		no	pending	No suitable article found. Completed Phase 1 search and authored-context review: the source is the wartime tanker Jack Clegg. Exact-name search found family wartime photographs, while the English title check is missing; no matching biography was located. No suitable English Wikipedia article found.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-11-25_T12-00-07_four-random-books-13-it-s-armoured-warfare-time_OXwOaD78h4M.json #tank-turret-as-social-leveller. Supporting or alternative sources: https://www.flickr.com/photos/36844288%40N00/38279852966.
jack-cornwell	Jack Cornwell	person	https://en.wikipedia.org/wiki/Jack_Cornwell	yes	approved	Phase 2: The teenage HMS Chester sailor John Travers Cornwell, known as Jack, matches the Jutland gallantry and gun-shield casualty contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-07-18_T17-06-28_bruships-53-the-big-gun-era-questions_gPvp5f5R1PQ.json #jack-cornwell-age-and-heroism. Phase 2 independent review by audit_batch5; article revision 1352109038. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jack-cornwell.
jack-crawford	Jack Crawford	person	https://en.wikipedia.org/wiki/Jack_Crawford_(sailor)	yes	approved	Phase 2: Crawford biography identifies the Royal Navy sailor celebrated at Camperdown, matching Venerable's restored colours.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-07-01_T18-30-06_admiral-duncan-the-royal-navy-s-18th-century-tower-of-power_SdsDxBIeDjM.json #frigates-and-crawford-support-venerable. Phase 2 independent review by audit_batch6; article revision 1352950108. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jack-crawford.
jack-the-ripper	Jack The Ripper	person	https://en.wikipedia.org/wiki/Jack_the_Ripper	yes	approved	Phase 2: Article identifies the unidentified Whitechapel killer known as Jack the Ripper, matching the maritime-occupation identity question.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-07-10_T17-09-52_naval-history-questions-live-from-the-brushack_IlUL9tnx0RU.json #jack-the-ripper-seaman-theory. Phase 2 independent review by audit_batch0; article revision 1373620526. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jack-the-ripper.
jacob-axel-stael-von-holstein	Jacob Axel Stael Von Holstein	person		no	pending	No suitable article found for Jacob Axel Stael von Holstein after full-name and naval-role searches. The Swedish family-biography material does not establish an exact English Wikipedia person page.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-10-28_T19-30-06_the-real-life-captain-jack-sparrow-peter-tordenskjold_3ITrofd5FjQ.json #tordenskjold-fatal-duel-and-uncertainty.
jacques-noel-sane	Jacques Noel Sane	person	https://en.wikipedia.org/wiki/Jacques-No%C3%ABl_San%C3%A9	yes	approved	Phase 2: Article identifies the eighteenth-century French naval architect Sane, matching the standardized74-gun design in context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-03-11_T19-30-06_how-admirals-shape-ships-from-the-frigate-built-galleons-to-arleigh-burkes_L3lUednLnDs.json #sane-seventy-four-and-royal-navy-adaptation. Phase 2 independent review by audit_batch1; article revision 1372595455. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jacques-noel-sane.
jacques-schneider	Jacques Schneider	person	https://en.wikipedia.org/wiki/Jacques_Schneider	yes	approved	Phase 2: The biography identifies the French financier and aviation enthusiast who created the Schneider Trophy, matching the prize's history context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-01-19_T18-00-06_supemarine-aircraft-of-the-interwar-long-patrol-part-1-3-sea-lion-1-sea-lion-2_UaoO5LwUk0g.json #schneider-trophy-from-reliability-to-speed. Phase 2 independent review by audit_batch2; article revision 1340955440. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jacques-schneider.
jadar-patrol-vessel	Jadar Patrol Vessel	individual ship		no	pending	No suitable article found. The authored referent is the Serbian patrol boat Jadar of 1915. Search found the vessel in river-flotilla histories but no dedicated English article. The modern RPC-111 Jadar is a different hull.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-01-09_T21-52-34_flotillas-of-the-danube-continued_A4OxpSMhy1c.json #jadar-photograph-source-criticism. Supporting or alternative sources: https://www.mod.gov.rs/eng/defile-eselona/eselon-plovnih-jedinica-recne-flotile.
jadwiga-of-poland	Jadwiga Of Poland	person	https://en.wikipedia.org/wiki/Jadwiga_of_Poland	yes	approved	Phase 2: Article identifies the Polish sovereign crowned king in 1384, matching the ruler and reign specified in the armour context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-04-19_T20-59-23_bruships-239-alternate-history-and-naval-history-questions-answered-live-restart_bkJUBIhRWFc.json #bruships-239-jadwiga-poland-battle-armour. Phase 2 independent review by audit_batch3; article revision 1372305698. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jadwiga-of-poland.
jaguar-class-destroyers	Jaguar Class Destroyers	ship class	https://en.wikipedia.org/wiki/Chacal-class_destroyer	yes	approved	Phase 2: Article explicitly gives Jaguar as an alternative name for France's Chacal contre-torpilleur class, matching the authored destroyer comparison.	Phase 2 independent review by audit_batch5; article revision 1345192312. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jaguar-class-destroyers.
jaime-i	Jaime I	individual ship	https://en.wikipedia.org/wiki/Spanish_battleship_Jaime_I	yes	approved	Phase 2: The article identifies the Espana-class Spanish battleship completed in 1921, matching the Republican Navy command context rather than her royal namesake.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-09-09_T12-00-13_a-book-or-two-to-review-29-the-spanish-civil-war-at-sea_EmSPxS8VgwI.json #republican-navy-command-and-loyalty-crisis. Phase 2 independent review by audit_batch2; article revision 1352312738. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #jaime-i.
james-allen-ward	James Allen Ward	person	https://en.wikipedia.org/wiki/James_Allen_Ward	yes	approved	Phase 2: The biography identifies New Zealand airman James Allen Ward and his Victoria Cross action on a burning Wellington, matching the named person.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-10-08_T18-05-31_bruships-124-hutchinsons-pictorial-history-of-the-war-series_j8csQfIH0mQ.json #james-allen-ward-wellington-victoria-cross. Phase 2 independent review by audit_batch4; article revision 1367081687. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-allen-ward.
james-b-mcpherson	James B. McPherson	person	https://en.wikipedia.org/wiki/James_B._McPherson	yes	approved	Phase 2: The Union general James Birdseye McPherson who served with Grant and died at Atlanta matches the Grant-Sherman command partnership context.	Phase 2 independent review by audit_batch5; article revision 1374740825. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-b-mcpherson.
james-barron	James Barron	person	https://en.wikipedia.org/wiki/James_Barron	yes	approved	Phase 2: Barron biography explicitly identifies Chesapeake's commander in the 1807 Leopard affair, matching authored context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-08-17_T18-00-07_fourth-rates-when-the-fourth-is-just-not-enough_cFyNff0zjCQ.json #hms-leopard-and-chesapeake. Phase 2 independent review by audit_batch6; article revision 1373511988. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-barron.
james-bird	James Bird	person		no	pending	No suitable article found. James Bird, Supermarine director and marine architect. Fresh exact-name and company-role searches found the company history but no dedicated English Wikipedia biography; James Bird lists unrelated people and proposed businessman title is missing. Phase 1 only.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-01-19_T18-00-06_supemarine-aircraft-of-the-interwar-long-patrol-part-1-3-sea-lion-1-sea-lion-2_UaoO5LwUk0g.json #bird-mitchell-paine-supermarine-leadership. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/Supermarine; https://en.wikipedia.org/wiki/James_Bird_(businessman).
james-bond	James Bond	person	https://en.wikipedia.org/wiki/James_Bond_(literary_character)	yes	approved	Phase 2: The character article identifies Ian Fleming's James Bond, matching the authored Fleming context without substituting a film or franchise article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-08-02_T18-56-10_naval-ranks-the-video-that-will-make-all-lieutenants-hate-me-permanently_PJB8EJPOR0o.json #ian-fleming-naval-intelligence-operations. Phase 2 independent review by audit_batch0; article revision 1373863479. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-bond.
james-buchanan	James Buchanan	person	https://en.wikipedia.org/wiki/James_Buchanan	yes	approved	Phase 2: Article identifies James Buchanan, US president1857-1861, matching the Fort Sumter cabinet context.	Phase 2 independent review by audit_batch1; article revision 1374738964. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-buchanan.
james-cable	James Cable	person	https://en.wikipedia.org/wiki/James_Cable	yes	approved	Phase 2: The biography identifies the British diplomat and strategic author on gunboat diplomacy, matching both naval-theory contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-04-26_T17-00-21_special-episode-design-design-design_k2CO8zmpL74.json#qa-naval-theory-beyond-corbett. Phase 2 independent review by audit_batch2; article revision 1373168206. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-cable.
james-cagney	James Cagney	person	https://en.wikipedia.org/wiki/James_Cagney	yes	approved	Phase 2: Article identifies the American actor; its Gallant Hours section explicitly records his portrayal of Admiral Halsey, matching the film-performance context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-04-18_T18-00-02_starting-with-building-hms-thunderchild_5TOd8gHSrOo.json #admiral-halsey-screen-portrayals. Phase 2 independent review by audit_batch3; article revision 1370484818. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-cagney.
james-carson	James Carson	person		no	pending	No suitable article found. Authored context identifies a British tank crewman. Fresh searches and the James Carson disambiguation page yielded unrelated officers, sportspeople and other namesakes, with no matching dedicated biography. Phase 1 only.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-11-25_T12-00-07_four-random-books-13-it-s-armoured-warfare-time_OXwOaD78h4M.json #tank-turret-as-social-leveller. Supporting or alternative sources: https://en.wikipedia.org/wiki/James_Carson.
james-cook	James Cook	person	https://en.wikipedia.org/wiki/James_Cook	yes	approved	Phase 2: The Royal Navy explorer and surveyor James Cook matches the expedition and surveying contexts; remaining usage summaries also identify his eighteenth-century career.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-01-10_T18-16-06_bruships-32-ships-and-space-ships-reality-and-scifi_cEuo0t2xrQY.json #captain-cook-converted-collier. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1374452951. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-cook.
james-curran	James Curran	person		no	pending	No suitable article found. HMS Victoria survivor and stoker in the 1893 sinking. Exact-name and ship-context searches found no suitable dedicated English biography; the James Curran disambiguation namesakes do not match.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-04-11_T17-32-18_the-battle-of-the-saintes-1782-239yrs-ago-today_p4m8Q5-hpfQ.json #breaking-seas-victoria-human-history. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/James_Curran.
james-doolittle	James Doolittle	person	https://en.wikipedia.org/wiki/Jimmy_Doolittle	yes	approved	Phase 2: The article identifies James Harold Doolittle, leader of the 1942 raid on Japan, matching the authored B-25 carrier-launch operation.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-02-10_T19-00-02_the-american-carrier-raids-of-1942-wresting-control-of-the-pace-of-war-from-the-japanese_4ej1JboYlbw.json #planning-and-executing-the-doolittle-raid. Phase 2 independent review by audit_batch5; article revision 1356139322. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-doolittle.
james-douglas-british-columbia	James Douglas (British Columbia governor)	person	https://en.wikipedia.org/wiki/James_Douglas_(governor)	yes	approved	Phase 2: Douglas biography identifies the British Columbia and Vancouver Island governor, matching the 1859 San Juan dispute.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-08-12_T18-30-06_admiral-hornby-britain-s-19th-century-master-of-conflict-management-and-detterrence_k41OyWggwxU.json #pig-war-restraint-at-san-juan-islands. Phase 2 independent review by audit_batch6; article revision 1373588551. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-douglas-british-columbia.
james-douglas-royal-navy	James Douglas (Royal Navy officer)	person	https://en.wikipedia.org/wiki/Sir_James_Douglas,_1st_Baronet	yes	approved	Phase 2: Biography identifies Admiral James Douglas (1703-1787), matching the exact dated alias and naval landing context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-05-01_T18-44-33_vice-admiral-joshua-rowley-the-trials-of-being-the-solid-deputy-for-the-greats_o2CfAjqneoQ.json #dominica-amphibious-assault. Supporting or alternative sources: https://en.wikipedia.org/wiki/Sir_James_Douglas%2C_1st_Baronet. Phase 2 independent review by audit_batch0; article revision 1357293058. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-douglas-royal-navy.
james-dunwoody-bulloch	James Dunwoody Bulloch	person	https://en.wikipedia.org/wiki/James_Dunwoody_Bulloch	yes	approved	Phase 2: Article identifies the Confederate procurement agent in Britain James Dunwoody Bulloch, matching Alabama acquisition and his later account in context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-07-31_T18-30-05_raphael-semmes-a-legacy-of-literary-leadership_XnCpZF88pjE.json #bulloch-procurement-intelligence-and-writing. Additional context references: 1. Phase 2 independent review by audit_batch1; article revision 1364912066. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-dunwoody-bulloch.
james-e-powell	James E. Powell	person		no	pending	No suitable article found. Major James Edwin Powell who led Peabody's Shiloh patrol. Exact, expanded-name and battle-context searches found a Spanish biography and English Peabody/battle mentions, but no suitable dedicated English biography. The baseball player is unrelated.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-04-09_T17-00-16_battle-of-shiloh-long-patrol_hkV6QkrK-zY.json #peabodys-patrol-warns-the-union. Supporting or alternative sources: https://es.wikipedia.org/wiki/James_Edwin_Powell; https://en.wikipedia.org/wiki/Everett_Peabody.
james-erskine	James Erskine	person	https://en.wikipedia.org/wiki/James_Erskine_(Royal_Navy_officer)	yes	approved	Phase 2: The biography identifies James Elphinstone Erskine and explicitly records his Australia Station commodore command, matching the full Tryon succession context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-09-26_T18-00-18_hms-nelson-1876-the-flagship-that-incubated-the-royal-australian-navy-key-ship-series-5-part-9__BwdvcWsaaY.json #nelson-and-tryons-australian-mission. Phase 2 independent review by audit_batch2; article revision 1352113419. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-erskine.
james-f-b-marshall	James F. B. Marshall	person		no	pending	No suitable article found. Merchant envoy James F. B. Marshall in the 1843 Hawaiian dispute. Exact-name and diplomatic-role searches found Paulet affair coverage, without a suitable dedicated English biography.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-02-28_T19-30-06_paulet-affair-of-1843-when-the-royal-navy-found-itself-in-charge-of-hawaii_04DsHeEFVBY.json #envoys-race-to-boston-and-london. Supporting or alternative sources: https://en.wikipedia.org/wiki/Paulet_affair.
james-forrestal	James Forrestal	person	https://en.wikipedia.org/wiki/James_Forrestal	yes	approved	Phase 2: Article identifies the 1944 US Navy secretary and later first defense secretary, matching the Pearl Harbor inquiry and Forrestal response contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-03-24_T18-32-21_patron-49-admiral-kimmel-a-failure-of-leadership-live_Q_SpQUAzyv0.json #richardson-refuses-another-pearl-harbor-inquiry. Additional context references: 1. Phase 2 independent review by audit_batch3; article revision 1371277030. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-forrestal.
james-gambier	James Gambier	person	https://en.wikipedia.org/wiki/James_Gambier,_1st_Baron_Gambier	yes	approved	Phase 2: The first Baron Gambier's Royal Navy biography matches Copenhagen in 1807 and HMS Defence in 1794; remaining context summaries consistently concern that admiral.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-09-03_T14-12-32_2-minutes-2nd-battle-of-copenhagen-1807_Va4WZjvKVXs.json #british-return-to-copenhagen-in-1807. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1357296667. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-gambier.
